name	category	price	url	description
Спицы круговые, для вязания, с металлическим тросом, d = 3 мм, 14/80 см	Декупаж	4380	https://www.sima-land.ru/2609984/spicy-krugovye-dlya-vyazaniya-s-metallicheskim-trosom-d-3-mm-14-80-cm/	Handmade становится популярным трендом: на место дизайнерских аксессуаров и предметов одежды пришли вещи, сделанные собственными руками.  Круговые спицы представляют собой две металлические части, соединённые друг с другом тросиком. Инструмент незаменим при вязании полотна по кругу. С его помощью получаются изделия без дополнительных швов: шапки, рукава и горловины.  Указанная длина круговых спиц содержит длину одной спицы и общую длину от кончика одной спицы до кончика второй, включая длину троса. Например, значение 14/80 см означает, что длина одной спицы составляет 14 см. А общая длина от кончика одной спицы до кончика второй, включая длину троса, — 80 см.
Набор маркеров для петель, 2 см, 120 шт., в контейнере, 12.7×6.5×2.1 см, разноцветный	Декупаж	114	https://www.sima-land.ru/7338415/nabor-markerov-dlya-petel-2-cm-120-sht-v-konteynere-12-7-6-5-2-1-cm-raznocvetnyy/	Булавки используются для отметки различных участков вязания: петли реглана, места начала прибавления петель или кругового оборота. С помощью маркировочных колец и булавок можно сделать отметки на полотне: выделить нужный ряд или петлю. Длинный хвостик легко вдевается в петлю или столбик, затем фиксируется в замке, не деформирует и не растягивает вязку. Разными цветами удобно помечать участки в одном изделии: выделить спинку, пройму, полочку. Если допущена ошибка, можно за пару секунд снять и переставить булавку на другое место.
Набор вспомогательных булавок для вязания, 9 см, 5 шт., зелёный	Декупаж	73	https://www.sima-land.ru/1053269/nabor-vspomogatelnyh-bulavok-dlya-vyazaniya-9-cm-5-sht-zelenyy/	Если вы только недавно занялись вязанием или, напротив, занимаетесь им уже давно и хотите облегчить этот процесс, то булавка для вязания станет незаменимой помощницей.  Она пригодится, когда некоторое количество петель необходимо отложить, так как они временно не нужны для работы. Подобные петли появляются, к примеру, при вязании кармана или носка.  Скиньте петли на булавку и закройте её. Так они будут надёжно закреплены до тех пор, пока снова не понадобятся в работе. 
Спицы круговые, для вязания, с металлическим тросом, d = 3 мм, 14/100 см	Декупаж	46	https://www.sima-land.ru/2609990/spicy-krugovye-dlya-vyazaniya-s-metallicheskim-trosom-d-3-mm-14-100-cm/	Handmade становится популярным трендом: на место дизайнерских аксессуаров и предметов одежды пришли вещи, сделанные собственными руками.  Круговые спицы представляют собой две металлические части, соединённые друг с другом тросиком. Инструмент незаменим при вязании полотна по кругу. С его помощью получаются изделия без дополнительных швов: шапки, рукава и горловины.  Указанная длина круговых спиц содержит длину одной спицы и общую длину от кончика одной спицы до кончика второй, включая длину троса. Например, значение 14/100 см означает, что длина одной спицы составляет 14 см. А общая длина от кончика одной спицы до кончика второй, включая длину троса, — 100 см.
Набор для вязания. Амигуруми: мягкая игрушка своими руками «Заинька Банни», 33 см	Декупаж	290	https://www.sima-land.ru/2724103/nabor-dlya-vyazaniya-amigurumi-myagkaya-igrushka-svoimi-rukami-zainka-banni-33-cm/	С нашим набором для творчества вы легко создадите красивую и уникальную игрушку. Особенности набора: Развивайте навыки вязания крючком и радуйте близких оригинальными подарками ручной работы. Желаем вам приятных минут творчества!
Спицы для вязания, чулочные, гибкие, d=2.5 мм, 21 см, 3 шт.	Декупаж	71	https://www.sima-land.ru/6895555/spicy-dlya-vyazaniya-chulochnye-gibkie-d-2-5-mm-21-cm-3-sht/	Гибкие спицы идеально подходят для изделий небольшого размера: носков, варежек, гольф. Петли распределяются по двум спицам и провязываются при помощи третьей спицы, таким образом уменьшается количество переходов. И за счёт этого ускоряется процесс вязания. Гибкие спицы также можно использовать в качестве вспомогательных при вывязывании кос.
Набор крючков для вязания, d = 8/9/10/12/15 мм, 5 шт , цвет разноцветный	Декупаж	179	https://www.sima-land.ru/7084328/nabor-kryuchkov-dlya-vyazaniya-d-8-9-10-12-15-mm-5-sht-cvet-raznocvetnyy/	Handmade-изделия никогда не теряют своей актуальности. Вооружитесь тонким металлическим крючком и создавайте свои собственные рукодельные шедевры. Такой инструмент подойдёт для вывязывания мелких деталей и создания изящных салфеток, украшений и других декоративных элементов.
Кольцо-маркер для вязания, d=1.6 / 2.1 см, 20 шт., разноцветное	Декупаж	27	https://www.sima-land.ru/1161163/kolco-marker-dlya-vyazaniya-d-1-6-2-1-cm-20-sht-raznocvetnoe/	Вы оцените этих маленьких помощников, независимо от того, начинающая вы рукодельница или уже мастер своего дела.  Они применяются для маркировки начала и конца провязанного ряда. Приспособление особенно удобно использовать при вязании сложных круговых моделей, чтобы не спутать ряды или отметить расположение узоров.  Также маркеры пригодятся для соединения деталей изделия, например спинки и переда или рукава и проймы.  В набор входят:  10 колец диаметром 1,6 см, внутренний размер = 10 х 8 мм  10 колец диаметром 2,1 см, внутренний размер = 14 х 11 мм.
Игла для выворачивания руликов, поясов, кулисок, 17.5×2.2 см	Декупаж	75	https://www.sima-land.ru/1215421/igla-dlya-vyvorachivaniya-rulikov-poyasov-kulisok-17-5-2-2-cm/	Такая игла незаменима для работы с мелкими деталями, такими как рулики, пояса, кулиски и многое другое. С ней вы легко выверните изделие на лицевую сторону, потратив на это всего несколько секунд.  Размеры:  18 х 25,5 см. 
Набор крючков для вязания, d = 2-3,5 мм, 14 см, 4 шт, цвет разноцветный	Декупаж	163	https://www.sima-land.ru/6906729/nabor-kryuchkov-dlya-vyazaniya-d-2-3-5-mm-14-cm-4-sht-cvet-raznocvetnyy/	Handmade-изделия никогда не теряют своей актуальности. Вооружитесь тонким металлическим крючком и создавайте свои собственные рукодельные шедевры. Такой инструмент подойдёт для вывязывания мелких деталей и создания изящных салфеток, украшений и других декоративных элементов. Дополнительные характеристики:
